"GEOID","B01001_001","B25001_001","B26001_001","pctpeopleunemployed","pctwithwhitecollarjob","avgHoursWorked","pctFullEmployedEntire12mos","pctProlongedUnemployment","pctWorkersDisabled","pctWorkersInPoverty","medEarnings","pctFullYearFTE","pctEmployerHealthInsurance","earningsLTE1250","earningsGT3333","medWorkerAge","employment_score","employment_rnk","job_barrier_score","job_stability_score","earnings_benefits_score","employment_state_rnk","NAME"
"01113",58213,27426,574,7.46407911923866,29.6220806794055,39.4,68.0980422147446,30.7250139069164,8.24313408723748,9.00242326332795,28.597,40.2750016473741,33.08083042778,26.9897050089091,29.1575925559295,39.4,86.91,25.1598465473146,109.7,102.22,79.68,36.3636363636364,"Russell County, Alabama"
"01115",87306,36628,2200,5.32308291163877,28.61809109848,39.9,72.0995665509112,29.0232625083209,6.85702041034981,7.8802164247067,32.842,42.2114747963267,55.1767351432386,19.1202423284604,48.1785855393125,40.7,113.76,76.1828644501279,98.55,113.51,119.54,95.4545454545455,"St. Clair County, Alabama"
"01117",211261,86077,2989,4.00003627328291,44.3560591729409,39.6,69.3978866403498,20.7773660079978,5.03889994572101,5.49524556218965,40.357,46.8730312066865,63.0940001335636,18.7944374738603,54.9905897114178,41,136.16,96.3874680306905,81.39,113.83,146.29,100,"Shelby County, Alabama"
"01119",12985,6858,897,12.085851219004,25.2674114570953,35.2,53.8708297690334,45.4184662075406,10.0544824170381,16.245666171372,21.401,24.644681839294,35.2716799003581,26.67010575187,30.642249161723,35.9,53.4,1.11892583120205,148.62,44.96,72.84,1.51515151515152,"Sumter County, Alabama"
"01121",80565,37669,3408,8.80138290703466,28.7690624798919,40,64.2946354228619,34.9378942073289,7.840740978967,10.6194121052293,27.271,34.4192656204636,43.9644284057224,23.5225194330133,37.7686328303612,40.6,87.54,26.150895140665,118.48,94.64,94.69,40.9090909090909,"Talladega County, Alabama"
"01123",40636,22310,616,10.4228530704359,29.4105947092753,39.9,71.8216909475781,35.1004080972969,6.03189430840061,8.96109961967038,29.465,36.274717621052,41.4734480179506,23.9843531712769,34.9371332774518,42.2,91.33,32.8964194373402,116.73,108.85,93.05,48.4848484848485,"Tallapoosa County, Alabama"
"01125",206213,90576,10271,6.26765501352299,35.2455858747994,37.3,62.9453521992642,26.649803418683,5.58576480990274,10.5979221927498,27.204,40.3750350513988,57.6101771921854,24.4363549561377,41.6411052097631,35.3,101.17,51.9501278772379,101.48,81.58,107.77,81.8181818181818,"Tuscaloosa County, Alabama"
"01127",64493,31057,905,8.76125129113177,26.0816772574574,39.1,64.7486696527698,34.3726445907241,10.3934185876028,12.4826912112079,27.918,34.1045035310462,47.3853441244746,22.3656985209595,39.7616675607326,41,86,23.6892583120205,125.61,91.97,98.5,33.3333333333333,"Walker County, Alabama"
"01129",16643,8509,142,8.5383980181668,23.0949801372337,41.1,66.9968631335645,42.4513064133017,10.0213219616205,10.7853589196873,29.26,30.4873553048736,42.4636803874092,22.8660538411031,45.9619172685489,41.6,86.01,23.7212276214834,127.87,99.89,99.84,34.8484848484849,"Washington County, Alabama"
"01131",10809,5728,256,15.4204247890602,25.6072172102706,37.9,69.4977168949772,50.1366120218579,3.04471931493815,15.7310497938471,25.297,27.9598740230958,29.8870217411943,25.192096597146,29.5005488474204,41.3,64.22,3.70843989769821,147.63,87.91,74.79,6.06060606060606,"Wilcox County, Alabama"
"01133",23875,13649,375,7.58352121336339,24.0888888888889,39.1,63.031462585034,35.0186489846664,10.556068297185,8.95246885094601,24.817,32.6429120738272,40.7969075230449,21.2293144208038,36.1583924349882,41.4,82.83,19.2135549872123,117.38,88.55,89.24,25.7575757575758,"Winston County, Alabama"
"02013",3425,1106,1189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aleutians East Borough, Alaska"
"02016",5750,1967,1370,1.96127110228401,17.922345075855,58.3,72.9145728643216,12.4119718309859,5.42550261635913,5.56320572844946,35.156,61.9721197211972,67.741935483871,22.5806451612903,38.7096774193548,40.8,140.01,97.6342710997442,70.39,207.07,110.3,96.1538461538462,"Aleutians West Census Area, Alaska"
"02020",296112,116493,7438,5.36466203584803,40.5177062735934,40.8,64.7665327786544,16.7380820854298,6.68777389269686,5.39093534975643,41.25,48.6622777514983,49.2413609185077,27.2978576364893,36.558396682792,37.3,118.26,82.2890025575448,84.4,109.05,112.61,80.7692307692308,"Anchorage Municipality, Alaska"
"02050",18040,6027,851,18.2502973437294,37.0993849142117,36.9,34.5074852182664,27.3798647907912,8.96253602305475,20.8933717579251,22.645,23.8348323793949,26.4576767221972,22.8571428571429,42.8571428571429,37.1,54.28,1.24680306905371,156.08,25.11,90.82,7.69230769230769,"Bethel Census Area, Alaska"
"02060",890,940,74,7.90441176470588,31.1475409836066,47.1,60.6060606060606,11.6535433070866,8.70445344129555,3.64372469635628,45.125,48.8888888888889,50.9714285714286,66.6666666666667,33.3333333333333,45.6,100.92,51.4705882352941,87.42,138.78,62.71,50,"Bristol Bay Borough, Alaska"
"02068",2232,1627,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Denali Borough, Alaska"
"02070",4975,2446,355,11.9234116623151,44.0711462450593,40.2,40.5128205128205,20.0819672131148,7.74714828897338,9.60076045627376,28.161,30.3442531926707,32.7012305830139,54.5454545454545,27.2727272727273,37.2,63.6,3.19693094629156,112.8,53.33,53.7,19.2307692307692,"Dillingham Census Area, Alaska"
"02090",99653,44059,4242,6.24336001133225,36.5146208882109,41.8,63.4757974258534,16.4977658362781,6.83088429567303,5.19886998760238,38.518,48.5078473313919,46.6066863005275,27.34375,41.6015625,34.9,115.7,78.9961636828644,86.37,107.83,110.21,76.9230769230769,"Fairbanks North Star Borough, Alaska"
"02100",2518,1673,50,3.69565217391304,40.1805869074492,44.3,51.7158818834797,10.1147776183644,4.67032967032967,6.13553113553114,36.71,37.9980079681275,40.0079617834395,29.4117647058824,47.0588235294118,43.5,114.29,76.8542199488491,72.64,101.25,109.13,73.0769230769231,"Haines Borough, Alaska"
"02105",2132,1656,156,10.8063175394846,35.5805243445693,45.3,40.8593091828138,15.9348441926346,5.53470919324578,8.06754221388368,30.98,29.3924466338259,32.0639398213446,11.1111111111111,55.5555555555556,47.7,103.23,56.6176470588235,100.16,86.36,125.06,57.6923076923077,"Hoonah-Angoon Census Area, Alaska"
"02110",32330,13586,631,5.65878378378378,45.1543104430019,40.1,60.8316008316008,13.68713830694,7.10366734045625,5.15160265665608,44.604,46.7135432589422,61.1228713152823,23.6641221374046,40.4580152671756,40.4,127,91.5601023017903,83.06,102.81,132.34,92.3076923076923,"Juneau City and Borough, Alaska"
"02122",58220,31150,1686,7.80487804878049,33.3515881708653,42.3,53.9240234654457,25.1071581654522,6.89263704184236,7.36295815763866,35.716,33.8539422662645,45.7587916805383,26.1044176706827,39.7590361445783,41.8,98.74,46.8989769820972,100.95,90.01,105.12,42.3076923076923,"Kenai Peninsula Borough, Alaska"
"02130",13804,6343,284,6.46875810215193,29.0294997862334,41.8,61.3972530375066,16.552788186026,9.84761357101783,6.16733755031627,36.473,44.4484760522496,50.3626943005181,35.7142857142857,44.6428571428571,41.8,106.08,62.3081841432225,93.95,109.66,98.35,61.5384615384615,"Ketchikan Gateway Borough, Alaska"
"02150",13649,5405,333,4.83502538071066,28.8191935250759,42.5,56.3007867922095,15.4433416948413,8.57307249712313,7.14902186421174,34.227,44.6385715657099,37.5383906633907,18.0555555555556,43.0555555555556,39.3,109.05,68.3184143222506,88.35,102.17,108.78,65.3846153846154,"Kodiak Island Borough, Alaska"
"02158",8198,2225,269,28.8285229202037,29.8371647509579,38.3,22.4477244772448,31.2182741116751,8.9009009009009,28.6486486486486,14.179,14.7183641975309,14.2019782635242,22.8786128920035,39.561062829574,34.6,18.74,0,199.18,0.81,69.11,0,"Kusilvak Census Area, Alaska"
"02164",1375,1421,105,15.7446808510638,41.0774410774411,44.5,35.0374064837905,15.311510031679,9.83358547655068,11.8003025718608,23.194,27.4621212121212,27.5636363636364,60,40,39.2,55.46,1.4386189258312,126.19,61.96,48.26,11.5384615384615,"Lake and Peninsula Borough, Alaska"
"02170",103464,41756,1956,9.42682572010474,32.9372093023256,41.4,55.2328554189761,27.4659901790615,7.88743919625403,6.05991726144474,38.67,35.6145696546273,44.2726869423769,29.4403892944039,35.036496350365,39.8,94.9,39.0984654731458,106.47,87.58,99.2,34.6153846153846,"Matanuska-Susitna Borough, Alaska"
"02180",9925,4078,534,16.5015758667267,39.1648471615721,38.9,43.3815590585187,24.6256510416667,6.8557336621455,15.4377311960543,27.141,30.2643043857101,31.310003096934,38.7096774193548,22.5806451612903,37.3,57.94,1.66240409207161,136.44,52.35,63.9,15.3846153846154,"Nome Census Area, Alaska"
"02185",9797,2583,3148,8.91056372954207,35.9743824336688,59.9,77.2435897435898,14.1242937853107,7.80635941407646,4.60878885316184,58.673,63.0544488711819,56.0965588084232,34.7826086956522,30.4347826086957,41.7,141.71,97.9539641943734,92,221.68,116.63,100,"North Slope Borough, Alaska"
"02188",7734,2741,351,18.6670780623264,37.2154779969651,41.8,45.9092312442112,30.8349348708093,5.16214427531436,15.2547981469226,31.1,29.9488539496117,26.7644006227296,11.7647058823529,58.8235294117647,37.6,85.35,22.5063938618926,143.56,67.24,125.23,30.7692307692308,"Northwest Arctic Borough, Alaska"
"02195",3255,1762,77,4.22450211225106,26.5060240963855,46.6,50,12.1308016877637,6.49087221095335,4.80054090601758,31.316,33.3076626877166,50.4468412942989,30.4347826086957,34.7826086956522,40.3,101.13,51.9181585677749,76.5,98.69,90.13,53.8461538461538,"Petersburg Borough, Alaska"
"02198",6474,3428,105,12.1298046628859,33.4169953388311,43.5,43.4202546998181,20.31891761295,15.0909739564752,10.2033535497681,27.389,29.2214159639145,34.3682421995675,41.6666666666667,45.8333333333333,42,70.68,6.77749360613811,127.46,75.33,77.66,23.0769230769231,"Prince of Wales-Hyder Census Area, Alaska"
"02220",8738,4199,282,4.2814667988107,41.2557943531395,42.9,55.6676079064139,14.3696027633851,6.51349542716931,4.57283069373188,40.204,41.4281666194389,49.6608187134503,19.5121951219512,39.0243902439024,40,120.4,85.230179028133,78.07,100.38,123.42,84.6153846153846,"Sitka City and Borough, Alaska"
"02230",1061,647,148,6.83646112600536,30.6474820143885,45.7,60.0817438692098,6.37755102040816,7.12121212121212,3.63636363636364,36.157,53.5398230088496,52.7803958529689,20,40,38.6,124.65,89.8976982097187,77.73,128.35,115.04,88.4615384615385,"Skagway Municipality, Alaska"
"02240",6876,3909,326,9.83899821109124,28.1767955801105,44.1,55.3025763930497,22.3720930232558,12.7150084317032,7.08263069139966,38.698,36.8299267258002,42.6644931831654,46.1538461538462,34.6153846153846,41.8,84.16,20.843989769821,113.74,102.06,75.51,26.9230769230769,"Southeast Fairbanks Census Area, Alaska"
